User Id,Datetime,Amount
184,05-10-2022 23:18,7022
365,05-10-2022 23:23,48130
920,05-10-2022 23:26,58100
112,05-10-2022 23:43,53266
662,05-10-2022 23:46,3948
523,05-10-2022 23:56,19949
829,06-10-2022 00:00,21000
442,06-10-2022 00:20,25000
553,06-10-2022 00:34,4000
31,06-10-2022 00:37,4000
713,06-10-2022 00:39,5000
60,06-10-2022 00:47,5000
852,06-10-2022 00:53,5843
971,06-10-2022 01:09,3433
59,06-10-2022 01:14,13067
212,06-10-2022 01:24,97000
688,06-10-2022 01:46,47800
884,06-10-2022 01:56,360
517,06-10-2022 02:01,12016
474,06-10-2022 02:31,9000
142,06-10-2022 02:36,32000
11,06-10-2022 02:45,6000
627,06-10-2022 02:50,5000
902,06-10-2022 03:07,5000
664,06-10-2022 03:09,200
272,06-10-2022 03:23,13500
47,06-10-2022 03:32,1800
699,06-10-2022 03:33,20000
553,06-10-2022 03:44,5000
372,06-10-2022 03:51,10000
766,06-10-2022 03:54,6500
380,06-10-2022 04:03,1600
634,06-10-2022 04:34,134675
565,06-10-2022 05:05,2300
788,06-10-2022 05:09,7602
202,06-10-2022 05:40,33000
978,06-10-2022 05:45,5001
168,06-10-2022 05:58,2200
845,06-10-2022 06:14,27000
289,06-10-2022 06:20,10000
292,06-10-2022 06:25,3325
318,06-10-2022 07:21,1000
515,06-10-2022 07:41,40000
162,06-10-2022 07:42,150000
790,06-10-2022 07:51,4000
55,06-10-2022 08:11,2000
380,06-10-2022 08:29,400
164,06-10-2022 08:40,4000
691,06-10-2022 08:45,5600
653,06-10-2022 08:51,24150
691,06-10-2022 09:31,3500
754,06-10-2022 09:56,1032
365,06-10-2022 10:01,48679
422,06-10-2022 10:04,30000
185,06-10-2022 10:24,8602
907,06-10-2022 10:28,2910
518,06-10-2022 11:01,6000
415,06-10-2022 11:09,92718
417,06-10-2022 11:11,15000
548,06-10-2022 11:18,100
164,06-10-2022 11:41,5278
809,06-10-2022 12:09,12000
488,06-10-2022 12:13,21900
797,06-10-2022 12:28,2500
318,06-10-2022 12:34,1000
47,06-10-2022 12:51,3000
112,06-10-2022 13:32,1900
508,06-10-2022 13:37,24000
60,06-10-2022 13:46,7000
39,06-10-2022 14:24,14000
672,06-10-2022 14:32,82500
944,06-10-2022 14:41,600
421,06-10-2022 14:46,20000
309,06-10-2022 14:51,7000
330,06-10-2022 15:07,5000
588,06-10-2022 15:33,15000
796,06-10-2022 16:08,6000
900,06-10-2022 16:10,9000
852,06-10-2022 16:17,7200
850,06-10-2022 16:21,15000
518,06-10-2022 16:31,1260
518,06-10-2022 17:02,260
832,06-10-2022 17:28,4370
941,06-10-2022 17:43,65000
355,06-10-2022 17:46,15000
99,06-10-2022 17:48,30656
342,06-10-2022 17:52,9900
516,06-10-2022 17:53,11000
654,06-10-2022 18:01,188
114,06-10-2022 18:06,7500
694,06-10-2022 18:14,11981
946,06-10-2022 18:18,7000
949,06-10-2022 18:27,51000
16,06-10-2022 18:28,7598
474,06-10-2022 18:31,14000
934,06-10-2022 18:32,1500
36,06-10-2022 18:36,11000
796,06-10-2022 19:12,10000
920,06-10-2022 19:13,24200
185,06-10-2022 19:23,604
371,06-10-2022 19:27,9900
934,06-10-2022 20:10,1000
648,06-10-2022 20:25,719
272,06-10-2022 21:02,3000
421,06-10-2022 21:14,12000
82,06-10-2022 21:33,1100
31,06-10-2022 21:46,1500
125,06-10-2022 21:59,500
945,06-10-2022 22:14,20000
473,06-10-2022 22:15,5000
597,06-10-2022 22:31,18375
27,06-10-2022 22:38,173581
246,06-10-2022 23:10,7000
944,06-10-2022 23:30,500
855,06-10-2022 23:46,5000
204,06-10-2022 23:50,7745
93,07-10-2022 00:03,3019
927,07-10-2022 00:19,7000
50,07-10-2022 00:22,2000
580,07-10-2022 00:28,3878
713,07-10-2022 00:45,10000
157,07-10-2022 01:49,35555
187,07-10-2022 02:09,680
829,07-10-2022 02:15,23000
854,07-10-2022 02:27,4457
435,07-10-2022 02:36,1300
407,07-10-2022 02:45,7500
967,07-10-2022 02:57,14478
130,07-10-2022 02:58,210000
11,07-10-2022 03:13,2000
93,07-10-2022 03:17,8043
684,07-10-2022 03:25,1000
795,07-10-2022 03:36,9000
992,07-10-2022 03:58,15000
530,07-10-2022 03:59,2500
412,07-10-2022 04:02,1700
646,07-10-2022 04:13,9668
31,07-10-2022 04:29,3100
390,07-10-2022 04:33,3000
63,07-10-2022 04:34,12000
78,07-10-2022 04:46,11000
515,07-10-2022 04:47,100000
497,07-10-2022 04:55,10698
565,07-10-2022 04:56,20000
583,07-10-2022 05:32,20000
565,07-10-2022 05:44,1500
185,07-10-2022 06:15,2000
517,07-10-2022 06:33,9269
200,07-10-2022 06:52,35000
949,07-10-2022 07:05,25000
167,07-10-2022 07:17,3500
518,07-10-2022 07:19,5700
289,07-10-2022 07:29,8000
157,07-10-2022 07:53,33333
944,07-10-2022 08:21,500
909,07-10-2022 08:25,25000
980,07-10-2022 08:27,1100
112,07-10-2022 09:32,400
157,07-10-2022 09:35,15555
850,07-10-2022 10:21,2372
664,07-10-2022 10:23,9500
164,07-10-2022 10:56,4240
496,07-10-2022 11:03,8261
321,07-10-2022 11:22,1000
64,07-10-2022 11:24,4800
309,07-10-2022 11:56,6000
471,07-10-2022 12:03,26000
474,07-10-2022 12:07,10000
855,07-10-2022 12:08,5000
464,07-10-2022 12:10,108961
64,07-10-2022 12:31,4900
795,07-10-2022 12:46,1500
907,07-10-2022 13:19,1050
900,07-10-2022 14:03,1500
185,07-10-2022 14:14,2505
850,07-10-2022 14:42,5000
639,07-10-2022 14:59,100000
407,07-10-2022 15:05,5000
78,07-10-2022 15:29,49000
944,07-10-2022 16:05,1100
164,07-10-2022 16:15,5300
850,07-10-2022 16:20,25965
547,07-10-2022 16:59,7966
47,07-10-2022 17:02,2336
602,07-10-2022 17:21,67707
114,07-10-2022 17:22,3000
518,07-10-2022 17:39,5000
157,07-10-2022 17:39,27777
625,07-10-2022 17:51,20000
60,07-10-2022 17:56,8500
336,07-10-2022 19:08,15000
130,07-10-2022 19:32,60000
175,07-10-2022 19:34,80000
548,07-10-2022 19:45,500
541,07-10-2022 20:03,9800
930,07-10-2022 20:32,7500
972,07-10-2022 20:35,1000
31,07-10-2022 20:43,2837
106,07-10-2022 20:47,3000
93,07-10-2022 21:02,15900
795,07-10-2022 21:16,2000
776,07-10-2022 21:26,9000
31,07-10-2022 21:48,300
852,07-10-2022 21:58,4599
474,07-10-2022 22:36,39000
421,07-10-2022 22:53,14800
989,07-10-2022 22:57,120000
518,07-10-2022 23:14,1500
587,07-10-2022 23:24,90000
796,07-10-2022 23:42,10000
968,07-10-2022 23:54,3000
723,08-10-2022 00:13,3350
97,08-10-2022 00:17,8000
763,08-10-2022 00:30,2753
352,08-10-2022 00:54,109259
5,08-10-2022 00:59,3500
505,08-10-2022 01:09,123
508,08-10-2022 01:11,25000
562,08-10-2022 01:25,10000
93,08-10-2022 01:26,26000
365,08-10-2022 01:27,21525
11,08-10-2022 01:59,4000
407,08-10-2022 02:06,4000
663,08-10-2022 02:18,25097
407,08-10-2022 02:47,20000
788,08-10-2022 03:00,35848
369,08-10-2022 03:25,259666
972,08-10-2022 03:32,1100
922,08-10-2022 03:33,10000
